CHEKLIST	NAME	LABEL	DESCRIPTION	MANDATORY	VALUE	UNIT	REGEX_VALUE
ERC000033	geographic location (latitude)	geographic location (latitude)	The geographical origin of the sample as defined by latitude and longitude. The values should be reported in decimal degrees and in WGS84 system	recommended		DD	(^.*[+-]?[0-9]+.?[0-9]*.*$)|(^not collected$)|(^not provided$)|(^restricted access$)
ERC000033	geographic location (longitude)	geographic location (longitude)	The geographical origin of the sample as defined by latitude and longitude. The values should be reported in decimal degrees and in WGS84 system	recommended		DD	(^.*[+-]?[0-9]+.?[0-9]*.*$)|(^not collected$)|(^not provided$)|(^restricted access$)
ERC000033	geographic location (region and locality)	geographic location (region and locality)	The geographical origin of the sample as defined by the specific region name followed by the locality name.	recommended			
ERC000033	sample capture status	sample capture status	Reason for the sample collection.	recommended	active surveillance in response to outbreak@active surveillance not initiated by an outbreak@farm sample@market sample@other@pet sample@zoo sample		
ERC000033	host disease outcome	host disease outcome	Disease outcome in the host.	recommended	dead@recovered@recovered with sequelae		
ERC000033	host common name	host common name	common name of the host, e.g. human	mandatory			
ERC000033	host subject id	host subject id	a unique identifier by which each subject can be referred to, de-identified, e.g. #131	mandatory			
ERC000033	host age	host age	"age of host at the time of sampling; relevant scale depends on species and study, e.g. could be seconds for amoebae or centuries for trees"	recommended		centuries@days@decades@hours@minutes@months@seconds@weeks@years	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000033	host health state	host health state	Health status of the host at the time of sample collection.	mandatory	diseased@healthy@not applicable@not collected@not provided@restricted access		
ERC000033	host sex	host sex	Gender or sex of the host.	mandatory	female@hermaphrodite@male@neuter@not applicable@not collected@not provided@other@restricted access		
ERC000033	host scientific name	host scientific name	Scientific name of the natural (as opposed to laboratory) host to the organism from which sample was obtained.	mandatory			
ERC000033	virus identifier	virus identifier	Unique laboratory identifier assigned to the virus by the investigator. Strain name is not sufficient since it might not be unique due to various passsages of the same virus. Format: up to 50 alphanumeric characters	recommended			
ERC000033	collector name	collector name	Name of the person who collected the specimen. Example: John Smith	mandatory			
ERC000033	collecting institution	collecting institution	Name of the institution to which the person collecting the specimen belongs. Format: Institute Name, Institute Address	mandatory			
ERC000033	receipt date	receipt date	Date on which the sample was received. Format:YYYY-MM-DD. Please provide the highest precision possible. If the sample was received by the institution and not collected, the 'receipt date' must be provided instead. Either the 'collection date' or 'receipt date' must be provided. If available, provide both dates.	recommended			^[0-9]{4}(-[0-9]{2}(-[0-9]{2})?)?$
ERC000033	sample storage conditions	sample storage conditions	Conditions at which sample was stored, usually storage temperature, duration and location	optional			
ERC000033	definition for seropositive sample	definition for seropositive sample	The cut off value used by an investigatior in determining that a sample was seropositive.	recommended			
ERC000033	serotype (required for a seropositive sample)	serotype (required for a seropositive sample)	Serological variety of a species characterised by its antigenic properties. For Influenza, HA subtype should be the letter H followed by a number between 1-16 unless novel subtype is identified and the NA subtype should be the letter N followed by a number between 1-9 unless novel subtype is identified. If only one of the subtypes have been tested then use the format H5Nx or HxN1. Example: H1N1	recommended			
ERC000033	isolate	isolate	individual isolate from which the sample was obtained	mandatory			
ERC000033	strain	strain	Name of the strain from which the sample was obtained.	optional			
ERC000033	host habitat	host habitat	Natural habitat of the avian or mammalian host.	recommended	domestic:free-range farm@domestic:indoor farm@domestic:live market@domestic:semi-enclosed housing@other@wild:migratory@wild:resident		
ERC000033	isolation source host-associated	isolation source host-associated	Name of host tissue or organ sampled for analysis. Example: tracheal tissue	recommended			
ERC000033	host description	host description	Other descriptive information relating to the host.	optional			
ERC000033	gravidity	gravidity	Whether or not the subject is gravid. If so, report date due or date post-conception and specify which of these two dates is being reported.	optional			
ERC000033	host behaviour	host behaviour	Natural behaviour of the host.	recommended	captive-wild (e.g. at zoo)@domestic@other@wild		
ERC000033	isolation source non-host-associated	isolation source non-host-associated	Describes the physical, environmental and/or local geographical source of the biological sample from which the sample was derived. Example: soil	recommended			
ERC000034	tissue_type	tissue_type	tissue type from which the sample was obtained	mandatory			
ERC000034	sex	sex	sex of the organism from which the sample was obtained	mandatory			
ERC000034	date of birth	date of birth	Date of birth of subject the sample was derived from.	recommended			
ERC000034	date of death	date of death	Date of death of subject the sample was derived from.	recommended			
ERC000034	diagnosis	diagnosis	"The investigation, analysis and recognition of the presence and nature of disease, condition, or injury from expressed signs and symptoms; also, the scientific determination of any kind; the concise results of such an investigation (http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15220)."	mandatory			
ERC000034	strain	strain	Name of the strain from which the sample was obtained.	mandatory			
ERC000034	tumor grading (OBI_0600002)	tumor grading (OBI_0600002)	Determination of the grade (severity/stage) of a tumor sample, used in cancer biology to describe abnormalities/qualities of tumor cells or tissues. Values can be described by terms from NCI Thesaurus.	recommended			
ERC000034	treatment agent	treatment agent	The name of the treatment agent used.	recommended			
ERC000034	treatment dose	treatment dose	The dose of the treatment agent used.	recommended		femtomolar@micromolar@millimolar@molar@nanomolar@picomolar	
ERC000034	treatment date	treatment date	The date of the treatment applied.	recommended			
ERC000034	Further Details	Further Details	Reference details related to a sample in form of an URI.	optional			
ERC000035	cell_type	cell_type	cell type from which the sample was obtained	optional			
ERC000035	dev_stage	dev_stage	if the sample was obtained from an organism in a specific developmental stage, it is specified with this qualifier	optional			
ERC000035	organism part	organism part	The part of organism's anatomy or substance arising from an organism from which the biomaterial was derived, excludes cells.	optional			
ERC000035	ploidy	ploidy	The ploidy level of the genome (e.g. allopolyploid, haploid, diploid, triploid, tetraploid). It has implications for the downstream study of duplicated gene and regions of the genomes (and perhaps for difficulties in assembly). For terms, please select terms listed under class ploidy (PATO:001374) of Phenotypic Quality Ontology (PATO), and for a browser of PATO (v 2013-10-28) please refer to http://purl.bioontology.org/ontology/PATO. Mandatory for MIGS of eukaryotes.	optional			
ERC000035	infect	infect	"The name of the disease causing/contaminating organism; the value can also be ‘control’."	optional			
ERC000035	protocol	protocol	The laboratory method used to reveal the presence of the sample sequenced in the experiment.	optional			
ERC000035	sampling time point	sampling time point		optional			
ERC000035	initial time point	initial time point	The first time point measured at the start of some process.	optional			
ERC000035	growth condition	growth condition	A role that a material entity can play which enables particular conditions used to grow organisms or parts of the organism. This includes isolated environments such as cultures and open environments such as field studies.	optional			
ERC000035	genotype	genotype	name or code for genotype of organism	recommended			
ERC000035	sex	sex	sex of the organism from which the sample was obtained	optional			
ERC000035	age	age	Age of the organism the sample was derived from.	recommended			
ERC000035	genetic modification	genetic modification	A genetic modification of the genome of an organism which may occur naturally by spontaneous mutation, or be introduced by some experimental means. Examples of genetic modification include specification of a transgene or the gene knocked-out or details of transient transfection.	optional			
ERC000035	phenotype	phenotype	Where possible, please use the Experimental Factor Ontology (EFO) to describe your phenotypes.	optional			
ERC000035	cellular component	cellular component	The part of a cell or its extracellular environment in which a gene product is located.	optional			
ERC000035	individual	individual	An individual used a specimen in an experiment, from which a material sample was derived.	optional			
ERC000035	disease staging	disease staging	The stage or progression of a disease in an organism. Includes pathological staging of cancers and other disease progression. E.g. Dukes C stage describing colon cancer (EFO_0000410).	optional			
ERC000035	immunoprecipitate	immunoprecipitate	The precipitate antibody bound target molecules generated when precipitating an antigen out of a solution during the process of immunoprecipitation.	optional			
ERC000035	replicate	replicate	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.	optional			
ERC000035	cultivar	cultivar	cultivar (cultivated variety) of plant from which sample was obtained	optional			
ERC000035	ecotype	ecotype	a population within a given species displaying genetically based, phenotypic traits that reflect adaptation to a local habitat.	optional			
ERC000035	cell_line	cell_line	cell line from which the sample was obtained	optional			
ERC000035	strain	strain	Name of the strain from which the sample was obtained.	optional			
ERC000035	time	time	The duration in which the treatment has occurred.	optional			
ERC000035	dose	dose	The total quantity or strength of a substance administered at one time.	optional			
ERC000035	chemical compound	chemical compound	A drug, solvent, chemical, etc., with a property that can be measured such as concentration (http://purl.obolibrary.org/obo/CHEBI_37577).	optional			
ERC000035	experimental factor 1	experimental factor 1	A variable that the experiment is based on.	optional	RNA@age@block@cell line@cell type@chemical compound@cultivar@dev_stage@disease staging@dose@ecotype@environmental history@environmental stress@genotype@growth condition@immunoprecipitate@individual@infect@initial time point@organism@organism part@phenotype@ploidy@protein-bound@protocol@replicate@rnase@sample type@sampling site@sampling time point@sex@strain@temperature@time@transgene		
ERC000035	experimental factor 2	experimental factor 2	A variable that the experiment is based on.	optional	RNA@age@block@cell line@cell type@chemical compound@cultivar@dev_stage@disease staging@dose@ecotype@environmental history@environmental stress@genotype@growth condition@immunoprecipitate@individual@infect@initial time point@organism@organism part@phenotype@ploidy@protein-bound@protocol@replicate@rnase@sample type@sampling site@sampling time point@sex@strain@temperature@time@transgene		
ERC000035	experimental factor 3	experimental factor 3	A variable that the experiment is based on.	optional	RNA@age@block@cell line@cell type@chemical compound@cultivar@dev_stage@disease staging@dose@ecotype@environmental history@environmental stress@genotype@growth condition@immunoprecipitate@individual@infect@initial time point@organism@organism part@phenotype@ploidy@protein-bound@protocol@replicate@rnase@sample type@sampling site@sampling time point@sex@strain@temperature@time@transgene		
ERC000035	experimental factor 4	experimental factor 4	A variable that the experiment is based on.	optional	RNA@age@block@cell line@cell type@chemical compound@cultivar@dev_stage@disease staging@dose@ecotype@environmental history@environmental stress@genotype@growth condition@immunoprecipitate@individual@infect@initial time point@organism@organism part@phenotype@ploidy@protein-bound@protocol@replicate@rnase@sample type@sampling site@sampling time point@sex@strain@temperature@time@transgene		
ERC000035	experimental factor 5	experimental factor 5	A variable that the experiment is based on.	optional	RNA@age@block@cell line@cell type@chemical compound@cultivar@dev_stage@disease staging@dose@ecotype@environmental history@environmental stress@genotype@growth condition@immunoprecipitate@individual@infect@initial time point@organism@organism part@phenotype@ploidy@protein-bound@protocol@replicate@rnase@sample type@sampling site@sampling time point@sex@strain@temperature@time@transgene		
ERC000035	block	block	"A block or batch is an experimental unit arrangement into a group which is similar to one another. Typically, a blocking factor is a source of variability that is not of primary interest to the experimenter. An example of a blocking factor might be the sex of a patient; by blocking on sex, this source of variability is controlled for, thus leading to greater accuracy (EFO_0005067)."	optional			
ERC000035	environmental stress	environmental stress	Environmental stress is a treatment where some aspect of the environment is perturbed in order to stress the organism or culture, e.g. change in temperature, change in watering regime.	optional			
ERC000035	environmental history	environmental history	Information concerning the envinonrment a material entity has been exposed to, such as an organism from a lake.	optional			
ERC000036	name of the sampling site	name of the sampling site	Refers to the name of the site/station where data/sample collection is performed.	recommended			
ERC000036	nucleic acid extraction	nucleic acid extraction	Link to a literature reference, electronic resource or a standard operating procedure (SOP)	optional			
ERC000036	nucleic acid amplification	nucleic acid amplification	Link to a literature reference, electronic resource or a standard operating procedure (SOP)	optional			
ERC000036	investigation type	investigation type	Nucleic Acid Sequence Report is the root element of all MIxS compliant reports as standardised by Genomic Standards Consortium	mandatory	bacteria_archaea@eukaryote@metagenome@metagenome-assembled genome@metatranscriptome@mimarks-specimen@mimarks-survey@organelle@plasmid@single amplified genome@uncultivated viral genomes@virus		
ERC000036	collection date	collection date	"The date of sampling, either as an instance (single point in time) or interval. In case no exact time is available, the date/time can be right truncated i.e. all of these are valid ISO8601 compliant times: 2008-01-23T19:23:10+00:00; 2008-01-23T19:23:10; 2008-01-23; 2008-01; 2008."	mandatory			(^[0-9]{4}(-[0-9]{2}(-[0-9]{2}(T[0-9]{2}:[0-9]{2}(:[0-9]{2})?Z?([+-][0-9]{1,2})?)?)?)?(/[0-9]{4}(-[0-9]{2}(-[0-9]{2}(T[0-9]{2}:[0-9]{2}(:[0-9]{2})?Z?([+-][0-9]{1,2})?)?)?)?)?$)|(^not collected$)|(^not provided$)|(^restricted access$)
ERC000036	geographic location (country and/or sea)	geographic location (country and/or sea)	The geographical origin of the sample as defined by the country or sea. Country or sea names should be chosen from the INSDC country list (http://insdc.org/country.html).	mandatory	Afghanistan@Albania@Algeria@American Samoa@Andorra@Angola@Anguilla@Antarctica@Antigua and Barbuda@Arctic Ocean@Argentina@Armenia@Aruba@Ashmore and Cartier Islands@Atlantic Ocean@Australia@Austria@Azerbaijan@Bahamas@Bahrain@Baker Island@Baltic Sea@Bangladesh@Barbados@Bassas da India@Belarus@Belgium@Belize@Benin@Bermuda@Bhutan@Bolivia@Borneo@Bosnia and Herzegovina@Botswana@Bouvet Island@Brazil@British Virgin Islands@Brunei@Bulgaria@Burkina Faso@Burundi@Cambodia@Cameroon@Canada@Cape Verde@Cayman Islands@Central African Republic@Chad@Chile@China@Christmas Island@Clipperton Island@Cocos Islands@Colombia@Comoros@Cook Islands@Coral Sea Islands@Costa Rica@Cote d'Ivoire@Croatia@Cuba@Curacao@Cyprus@Czech Republic@Democratic Republic of the Congo@Denmark@Djibouti@Dominica@Dominican Republic@East Timor@Ecuador@Egypt@El Salvador@Equatorial Guinea@Eritrea@Estonia@Ethiopia@Europa Island@Falkland Islands (Islas Malvinas)@Faroe Islands@Fiji@Finland@France@French Guiana@French Polynesia@French Southern and Antarctic Lands@Gabon@Gambia@Gaza Strip@Georgia@Germany@Ghana@Gibraltar@Glorioso Islands@Greece@Greenland@Grenada@Guadeloupe@Guam@Guatemala@Guernsey@Guinea@Guinea-Bissau@Guyana@Haiti@Heard Island and McDonald Islands@Honduras@Hong Kong@Howland Island@Hungary@Iceland@India@Indian Ocean@Indonesia@Iran@Iraq@Ireland@Isle of Man@Israel@Italy@Jamaica@Jan Mayen@Japan@Jarvis Island@Jersey@Johnston Atoll@Jordan@Juan de Nova Island@Kazakhstan@Kenya@Kerguelen Archipelago@Kingman Reef@Kiribati@Kosovo@Kuwait@Kyrgyzstan@Laos@Latvia@Lebanon@Lesotho@Liberia@Libya@Liechtenstein@Lithuania@Luxembourg@Macau@Macedonia@Madagascar@Malawi@Malaysia@Maldives@Mali@Malta@Marshall Islands@Martinique@Mauritania@Mauritius@Mayotte@Mediterranean Sea@Mexico@Micronesia@Midway Islands@Moldova@Monaco@Mongolia@Montenegro@Montserrat@Morocco@Mozambique@Myanmar@Namibia@Nauru@Navassa Island@Nepal@Netherlands@New Caledonia@New Zealand@Nicaragua@Niger@Nigeria@Niue@Norfolk Island@North Korea@North Sea@Northern Mariana Islands@Norway@Oman@Pacific Ocean@Pakistan@Palau@Palmyra Atoll@Panama@Papua New Guinea@Paracel Islands@Paraguay@Peru@Philippines@Pitcairn Islands@Poland@Portugal@Puerto Rico@Qatar@Republic of the Congo@Reunion@Romania@Ross Sea@Russia@Rwanda@Saint Helena@Saint Kitts and Nevis@Saint Lucia@Saint Pierre and Miquelon@Saint Vincent and the Grenadines@Samoa@San Marino@Sao Tome and Principe@Saudi Arabia@Senegal@Serbia@Seychelles@Sierra Leone@Singapore@Sint Maarten@Slovakia@Slovenia@Solomon Islands@Somalia@South Africa@South Georgia and the South Sandwich Islands@South Korea@Southern Ocean@Spain@Spratly Islands@Sri Lanka@Sudan@Suriname@Svalbard@Swaziland@Sweden@Switzerland@Syria@Taiwan@Tajikistan@Tanzania@Tasman Sea@Thailand@Togo@Tokelau@Tonga@Trinidad and Tobago@Tromelin Island@Tunisia@Turkey@Turkmenistan@Turks and Caicos Islands@Tuvalu@USA@Uganda@Ukraine@United Arab Emirates@United Kingdom@Uruguay@Uzbekistan@Vanuatu@Venezuela@Viet Nam@Virgin Islands@Wake Island@Wallis and Futuna@West Bank@Western Sahara@Yemen@Zambia@Zimbabwe@not applicable@not collected@not provided@restricted access		
ERC000036	geographic location (latitude)	geographic location (latitude)	The geographical origin of the sample as defined by latitude and longitude. The values should be reported in decimal degrees and in WGS84 system	recommended		DD	(^.*[+-]?[0-9]+.?[0-9]*.*$)|(^not collected$)|(^not provided$)|(^restricted access$)
ERC000036	geographic location (longitude)	geographic location (longitude)	The geographical origin of the sample as defined by latitude and longitude. The values should be reported in decimal degrees and in WGS84 system	recommended		DD	(^.*[+-]?[0-9]+.?[0-9]*.*$)|(^not collected$)|(^not provided$)|(^restricted access$)
ERC000036	geographic location (region and locality)	geographic location (region and locality)	The geographical origin of the sample as defined by the specific region name followed by the locality name.	optional			
ERC000036	amount or size of sample collected	amount or size of sample collected	Amount or size of sample (volume, mass or area) that was collected	optional		L@g@kg@m2@m3	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000036	sample storage duration	sample storage duration	duration for which sample was stored	optional		days@hours@months@weeks@years	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000036	sample storage temperature	sample storage temperature	temperature at which sample was stored, e.g. -80	optional		°C	[+-]?(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000036	sample storage location	sample storage location	location at which sample was stored, usually name of a specific freezer/room	optional			
ERC000036	sampling time point	sampling time point		optional			
ERC000036	sample transportation temperature	sample transportation temperature	transportation temperature from sample site to storage	optional		°C	
ERC000036	sample transportation date	sample transportation date	transportation/shipping date of the sample. Format:YYYY-MM-DD	optional			^[0-9]{4}(-[0-9]{2}(-[0-9]{2})?)?$
ERC000036	sample transportation time	sample transportation time	transportation time from sample site to storage	optional			
ERC000036	receipt date	receipt date	Date on which the sample was received. Format:YYYY-MM-DD. Please provide the highest precision possible. If the sample was received by the institution and not collected, the 'receipt date' must be provided instead. Either the 'collection date' or 'receipt date' must be provided. If available, provide both dates.	optional			^[0-9]{4}(-[0-9]{2}(-[0-9]{2})?)?$
ERC000036	sewage type	sewage type	Type of sewage based on origin: wastewater treatment plant (municipal or industrial), open sewer line, river, stream, stagnant pool, or other.	mandatory			
ERC000036	temperature	temperature	temperature of the sample at time of sampling	optional		ºC	[+-]?(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000036	area of sampling site	area of sampling site	Please indicate if there are specific facilities in the area covered by the sewage sample. For example: farming, slaughterhouse(s), industry, hospital(s) or any other facility.	optional			
ERC000036	size of the catchment area	size of the catchment area	Refers to the size of the area that is drained by the sampled sewage system in square km.	optional			
ERC000036	population size of the catchment area	population size of the catchment area	Refers to the number of people living in the area covered by the sewage system.	optional			
ERC000037	ploidy	ploidy	The ploidy level of the genome (e.g. allopolyploid, haploid, diploid, triploid, tetraploid). It has implications for the downstream study of duplicated gene and regions of the genomes (and perhaps for difficulties in assembly). For terms, please select terms listed under class ploidy (PATO:001374) of Phenotypic Quality Ontology (PATO), and for a browser of PATO (v 2013-10-28) please refer to http://purl.bioontology.org/ontology/PATO. Mandatory for MIGS of eukaryotes.	recommended			
ERC000037	number of replicons	number of replicons	Reports the number of replicons in a nuclear genome of eukaryotes, in the genome of a bacterium or archaea or the number of segments in a segmented virus. Always applied to the haploid chromosome count of a eukaryote. Mandatory for MIGS of eukaryotes, bacteria, archaea and segmented virus.	recommended			[+-]?[0-9]+
ERC000037	extrachromosomal elements	extrachromosomal elements	Do plasmids exist of significant phenotypic consequence (e.g. ones that determine virulence or antibiotic resistance). Megaplasmids? Other plasmids (borrelia has 15+ plasmids).	optional			[+-]?[0-9]+
ERC000037	estimated size	estimated size	The estimated size of the genome (in bp) prior to sequencing. Of particular importance in the sequencing of (eukaryotic) genome which could remain in draft form for a long or unspecified period. Mandatory for MIGS of eukaryotes.	recommended			[+-]?[0-9]+
ERC000037	sample volume or weight for DNA extraction	sample volume or weight for DNA extraction	Volume (mL) or weight (g) of sample processed for DNA extraction	optional		g@mL@mg@ng	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000037	collected_by	collected_by	name of persons or institute who collected the specimen	optional			
ERC000037	collection date	collection date	"The date of sampling, either as an instance (single point in time) or interval. In case no exact time is available, the date/time can be right truncated i.e. all of these are valid ISO8601 compliant times: 2008-01-23T19:23:10+00:00; 2008-01-23T19:23:10; 2008-01-23; 2008-01; 2008."	mandatory			(^[0-9]{4}(-[0-9]{2}(-[0-9]{2}(T[0-9]{2}:[0-9]{2}(:[0-9]{2})?Z?([+-][0-9]{1,2})?)?)?)?(/[0-9]{4}(-[0-9]{2}(-[0-9]{2}(T[0-9]{2}:[0-9]{2}(:[0-9]{2})?Z?([+-][0-9]{1,2})?)?)?)?)?$)|(^not collected$)|(^not provided$)|(^restricted access$)
ERC000037	geographic location (altitude)	geographic location (altitude)	The altitude of the sample is the vertical distance between Earth's surface above Sea Level and the sampled position in the air.	optional		m	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000037	geographic location (country and/or sea)	geographic location (country and/or sea)	The geographical origin of the sample as defined by the country or sea. Country or sea names should be chosen from the INSDC country list (http://insdc.org/country.html).	mandatory	Afghanistan@Albania@Algeria@American Samoa@Andorra@Angola@Anguilla@Antarctica@Antigua and Barbuda@Arctic Ocean@Argentina@Armenia@Aruba@Ashmore and Cartier Islands@Atlantic Ocean@Australia@Austria@Azerbaijan@Bahamas@Bahrain@Baker Island@Baltic Sea@Bangladesh@Barbados@Bassas da India@Belarus@Belgium@Belize@Benin@Bermuda@Bhutan@Bolivia@Borneo@Bosnia and Herzegovina@Botswana@Bouvet Island@Brazil@British Virgin Islands@Brunei@Bulgaria@Burkina Faso@Burundi@Cambodia@Cameroon@Canada@Cape Verde@Cayman Islands@Central African Republic@Chad@Chile@China@Christmas Island@Clipperton Island@Cocos Islands@Colombia@Comoros@Cook Islands@Coral Sea Islands@Costa Rica@Cote d'Ivoire@Croatia@Cuba@Curacao@Cyprus@Czech Republic@Democratic Republic of the Congo@Denmark@Djibouti@Dominica@Dominican Republic@East Timor@Ecuador@Egypt@El Salvador@Equatorial Guinea@Eritrea@Estonia@Ethiopia@Europa Island@Falkland Islands (Islas Malvinas)@Faroe Islands@Fiji@Finland@France@French Guiana@French Polynesia@French Southern and Antarctic Lands@Gabon@Gambia@Gaza Strip@Georgia@Germany@Ghana@Gibraltar@Glorioso Islands@Greece@Greenland@Grenada@Guadeloupe@Guam@Guatemala@Guernsey@Guinea@Guinea-Bissau@Guyana@Haiti@Heard Island and McDonald Islands@Honduras@Hong Kong@Howland Island@Hungary@Iceland@India@Indian Ocean@Indonesia@Iran@Iraq@Ireland@Isle of Man@Israel@Italy@Jamaica@Jan Mayen@Japan@Jarvis Island@Jersey@Johnston Atoll@Jordan@Juan de Nova Island@Kazakhstan@Kenya@Kerguelen Archipelago@Kingman Reef@Kiribati@Kosovo@Kuwait@Kyrgyzstan@Laos@Latvia@Lebanon@Lesotho@Liberia@Libya@Liechtenstein@Lithuania@Luxembourg@Macau@Macedonia@Madagascar@Malawi@Malaysia@Maldives@Mali@Malta@Marshall Islands@Martinique@Mauritania@Mauritius@Mayotte@Mediterranean Sea@Mexico@Micronesia@Midway Islands@Moldova@Monaco@Mongolia@Montenegro@Montserrat@Morocco@Mozambique@Myanmar@Namibia@Nauru@Navassa Island@Nepal@Netherlands@New Caledonia@New Zealand@Nicaragua@Niger@Nigeria@Niue@Norfolk Island@North Korea@North Sea@Northern Mariana Islands@Norway@Oman@Pacific Ocean@Pakistan@Palau@Palmyra Atoll@Panama@Papua New Guinea@Paracel Islands@Paraguay@Peru@Philippines@Pitcairn Islands@Poland@Portugal@Puerto Rico@Qatar@Republic of the Congo@Reunion@Romania@Ross Sea@Russia@Rwanda@Saint Helena@Saint Kitts and Nevis@Saint Lucia@Saint Pierre and Miquelon@Saint Vincent and the Grenadines@Samoa@San Marino@Sao Tome and Principe@Saudi Arabia@Senegal@Serbia@Seychelles@Sierra Leone@Singapore@Sint Maarten@Slovakia@Slovenia@Solomon Islands@Somalia@South Africa@South Georgia and the South Sandwich Islands@South Korea@Southern Ocean@Spain@Spratly Islands@Sri Lanka@Sudan@Suriname@Svalbard@Swaziland@Sweden@Switzerland@Syria@Taiwan@Tajikistan@Tanzania@Tasman Sea@Thailand@Togo@Tokelau@Tonga@Trinidad and Tobago@Tromelin Island@Tunisia@Turkey@Turkmenistan@Turks and Caicos Islands@Tuvalu@USA@Uganda@Ukraine@United Arab Emirates@United Kingdom@Uruguay@Uzbekistan@Vanuatu@Venezuela@Viet Nam@Virgin Islands@Wake Island@Wallis and Futuna@West Bank@Western Sahara@Yemen@Zambia@Zimbabwe@not applicable@not collected@not provided@restricted access		
ERC000037	geographic location (latitude)	geographic location (latitude)	The geographical origin of the sample as defined by latitude and longitude. The values should be reported in decimal degrees and in WGS84 system	mandatory		DD	(^.*[+-]?[0-9]+.?[0-9]*.*$)|(^not collected$)|(^not provided$)|(^restricted access$)
ERC000037	geographic location (longitude)	geographic location (longitude)	The geographical origin of the sample as defined by latitude and longitude. The values should be reported in decimal degrees and in WGS84 system	mandatory		DD	(^.*[+-]?[0-9]+.?[0-9]*.*$)|(^not collected$)|(^not provided$)|(^restricted access$)
ERC000037	geographic location (region and locality)	geographic location (region and locality)	The geographical origin of the sample as defined by the specific region name followed by the locality name.	optional			
ERC000037	identified_by	identified_by	name of the expert who identified the specimen taxonomically	optional			
ERC000037	geographic location (depth)	geographic location (depth)	Depth is defined as the vertical distance below surface, e.g. for sediment or soil samples depth is measured from sediment or soil surface, respectivly. Depth can be reported as an interval for subsurface samples.	optional		m	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000037	environment (biome)	environment (biome)	Biomes are defined based on factors such as plant structures, leaf types, plant spacing, and other factors like climate. Biome should be treated as the descriptor of the broad ecological context of a sample. Examples include: desert, taiga, deciduous woodland, or coral reef. EnvO (v 2013-06-14) terms can be found via the link: www.environmentontology.org/Browse-EnvO	optional			
ERC000037	environment (feature)	environment (feature)	Environmental feature level includes geographic environmental features. Compared to biome, feature is a descriptor of the more local environment. Examples include: harbor, cliff, or lake. EnvO (v 2013-06-14) terms can be found via the link: www.environmentontology.org/Browse-EnvO	optional			
ERC000037	geographic location (elevation)	geographic location (elevation)	The elevation of the sampling site as measured by the vertical distance from mean sea level.	optional		m	[+-]?(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000037	source material identifiers	source material identifiers	A unique identifier assigned to a material sample (as defined by http://rs.tdwg.org/dwc/terms/materialSampleID, and as opposed to a particular digital record of a material sample) used for extracting nucleic acids, and subsequent sequencing. The identifier can refer either to the original material collected or to any derived sub-samples. The INSDC qualifiers /specimen_voucher, /bio_material, or /culture_collection may or may not share the same value as the source_mat_id field. For instance, the /specimen_voucher qualifier and source_mat_id may both contain 'UAM:Herps:14' , referring to both the specimen voucher and sampled tissue with the same identifier. However, the /culture_collection qualifier may refer to a value from an initial culture (e.g. ATCC:11775) while source_mat_id would refer to an identifier from some derived culture from which the nucleic acids were extracted (e.g. xatc123 or ark:/2154/R2).	recommended			
ERC000037	sample collection device or method	sample collection device or method	The method or deviced employed for collecting the sample	optional			
ERC000037	sample material processing	sample material processing	Any processing applied to the sample during or after retrieving the sample from environment. This field accepts OBI, for a browser of OBI (v 2013-10-25) terms please see http://purl.bioontology.org/ontology/OBI	optional			
ERC000037	isolation and growth condition	isolation and growth condition	Publication reference in the form of pubmed ID (pmid), digital object identifier (doi) or url for isolation and growth condition specifications of the organism/material. Mandatory for MIGS and MIMARKS Specimen.	mandatory			
ERC000037	propagation	propagation	This field is specific to different taxa. For plants: sexual/asexual, for phages: lytic/lysogenic, for plasmids: incompatibility group (Note: there is the strong opinion to name phage propagation obligately lytic or temperate, therefore we also give this choice. Mandatory for MIGS of eukaryotes, plasmids and viruses.	recommended			
ERC000037	amount or size of sample collected	amount or size of sample collected	Amount or size of sample (volume, mass or area) that was collected	optional		L@g@kg@m2@m3	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
ERC000037	sample storage duration	sample storage duration	duration for which sample was stored	optional		days@hours@months@weeks@years	(0|((0\.)|([1-9][0-9]*\.?))[0-9]*)([Ee][+-]?[0-9]+)?
